"","X","taxon","sample.id","count","depth","thickness","age.older","age","age.younger","chronology.name","age.type","chronology.id","dataset.id","unit.name","site.id","site.name","long","lat","elev","description","long.acc","lat.acc","dataset.name","collection.type","collection.handle","dataset.type","ContactID","ContactName","submission.date","submission.type","genus","species","family","phylum","ne_10m_adm","ScaleRank","LabelRank","FeatureCla","OID_","SOVEREIGNT","SOV_A3","ADM0_DIF","LEVEL","TYPE","ADMIN","ADM0_A3","GEOU_DIF","GEOUNIT","GU_A3","SU_DIF","SUBUNIT","SU_A3","NAME","ABBREV","POSTAL","NAME_FORMA","TERR_","NAME_SORT","MAP_COLOR","POP_EST","GDP_MD_EST","FIPS_10_","ISO_A2","ISO_A3","ISO_N3","ISO3","LON","LAT","ISO3.1","ADMIN.1","REGION","continent","GEO3major","GEO3","IMAGE24","GLOCAF","Stern","SRESmajor","SRES","GBD","AVOIDnumeric","AVOIDname","LDC","SID","LLDC"
"43",43,"Alnus",52420,3,735,NA,11175,6127,4830,"PalEON-STEPPS","Calibrated radiocarbon years BP",24214,2638,NA,2548,"Quallen Lake [Terhell Pond]",-95.786645,47.19324,448,"Kettle lake. Physiography: stagnation moraine, rolling. Surrounding vegetation: maple-basswood forest, cultivated fields.",0.00671000000001243,0.00492000000000559,NA,"Core","TERHELL","pollen",69,"McAndrews, John H.","2007-06-30","Last submission to Neotoma","Alnus",NA,"Betulaceae","A","USA",1,2,"Adm-0 country",29,"United States of America","US1",0,2,"Country","United States of America","USA",0,"United States of America","USA",0,"United States of America","USA","United States","U.S.A.","US","United States of America",NA,"United States of America",1,307212123,14260000,0,"US","USA",840,"USA",-99.14176315265,39.5270579829123,"USA","United States of America","North America","North America","North America","US","USA","USA","North America","OECD90","North America (NAM)","North America, High Income",2,"US","other","other","other"
"45",45,"Alnus",21794,5,195,1,NA,5524,NA,"NAPD 1","Radiocarbon years BP",498,1010,NA,979,"Hawke Hills Kettle",-53.133333,47.322222,220,"Peat-filled kettle with small pond. Physiography: stagnation moraine on granitic upland. Surrounding vegetation: shrub-tundra with Picea-Abies krummholz.",0,0,NA,"Core","HAWKE","pollen",66,"Macpherson, Joyce B.","2007-06-30","Last submission to Neotoma","Alnus",NA,"Betulaceae","A","CAN",1,2,"Adm-0 country",106,"Canada","CAN",0,2,"Sovereign country","Canada","CAN",0,"Canada","CAN",0,"Canada","CAN","Canada","Can.","CA",NA,NA,"Canada",2,33487208,1300000,0,"CA","CAN",124,"CAN",-102.355901829177,57.9392328262499,"CAN","Canada","North America","North America","North America","Canada","Canada","Canada","North America","OECD90","North America (NAM)","North America, High Income",9,"Canada","other","other","other"
"49",49,"Alnus",226618,3,1265,NA,NA,11710,NA,"EPD","Radiocarbon years BP",13185,22835,NA,14565,"Maly Suszek",17.77116,53.71617,115,"A dystrophic lake. Surrounding vegetation: Swamp pine forest, meadows, arable lands.",0,0,NA,"Core","MSUSZEK","pollen",9717,"Miotk-Szpiganowicz, Graźyna","2017-11-08","Last submission to Neotoma","Alnus",NA,"Betulaceae","A","POL",1,2,"Adm-0 country",208,"Poland","POL",0,2,"Sovereign country","Poland","POL",0,"Poland","POL",0,"Poland","POL","Poland","Pol.","PL","Republic of Poland",NA,"Poland",2,38482919,667900,0,"PL","POL",616,"POL",19.394451119772,52.1246717383064,"POL","Poland","Europe","Eurasia","Europe","Central Europe","Central Europe","Europe","Europe","REF","Central and Eastern Europe (EEU)","Europe, Central",17,"Poland","other","other","other"
"51",51,"Alnus",14151,17,20930,15,NA,1745,NA,"NAPD 1","Radiocarbon years BP",311,685,NA,667,"Devon Island Glacier",-82.5,75.35,1800,"Physiography: ice dome. Surrounding vegetation: ice cap.",0,0,NA,"Core","DEVON4","pollen",69,"McAndrews, John H.","2007-06-30","Last submission to Neotoma","Alnus",NA,"Betulaceae","A","CAN",1,2,"Adm-0 country",106,"Canada","CAN",0,2,"Sovereign country","Canada","CAN",0,"Canada","CAN",0,"Canada","CAN","Canada","Can.","CA",NA,NA,"Canada",2,33487208,1300000,0,"CA","CAN",124,"CAN",-102.355901829177,57.9392328262499,"CAN","Canada","North America","North America","North America","Canada","Canada","Canada","North America","OECD90","North America (NAM)","North America, High Income",9,"Canada","other","other","other"
"54",54,"Alnus",335188,3,1050,NA,NA,NA,NA,"No chronology",NA,NA,41324,NA,23841,"Cramoner See",11.271195,53.70524,47,"Lake. Surrounding vegetation: Cultivated fields.",0.0173900000000007,0.0221000000000018,"EPD E# 1662","Core","CRAMONER","pollen",8825,"Müller, Helmut","2019-03-01","Last submission to Neotoma","Alnus",NA,"Betulaceae","A","DEU",1,2,"Adm-0 country",135,"Germany","DEU",0,2,"Sovereign country","Germany","DEU",0,"Germany","DEU",0,"Germany","DEU","Germany","Ger.","D","Federal Republic of Germany",NA,"Germany",1,82329758,2918000,0,"DE","DEU",276,"DEU",10.3708281446481,51.0869722385768,"DEU","Germany","Europe","Eurasia","Europe","Western Europe","Western Europe","Europe","Europe","OECD90","Western Europe (WEU)","Europe, Western",16,"Germany","other","other","other"
"55",55,"Alnus",163144,75,180,1,5543,4509,3575,"Neotoma 1","Calibrated radiocarbon years BP",9730,17393,NA,11605,"Fishblue (Blue) Lake",-121.49262,49.992745,381,"Steep-sided basin. Surrounding vegetation: Douglas-fir open shrub rich vegetation. Acer circinatum, A. macrophyllum, A. glabrum, Populus, Betula, and scattered Abies grandis, Alnus incana, and Thuja plicata. Upland shurbs include Ceanothus velutinus, C. sanguineus, Holodiscus discolor, Philadelphus lewisii, Amelanchier alnifolia, Paxistima myrsinites, with Cornus sericea, Spiraea, Rubus, Coylus, and Salix along the lakeshore.",0.00611999999999568,0.0055499999999995,NA,"Core","FISHBLUE","pollen",149,"Mathewes, Rolf W.","2015-08-19","Last submission to Neotoma","Alnus",NA,"Betulaceae","A","CAN",1,2,"Adm-0 country",106,"Canada","CAN",0,2,"Sovereign country","Canada","CAN",0,"Canada","CAN",0,"Canada","CAN","Canada","Can.","CA",NA,NA,"Canada",2,33487208,1300000,0,"CA","CAN",124,"CAN",-102.355901829177,57.9392328262499,"CAN","Canada","North America","North America","North America","Canada","Canada","Canada","North America","OECD90","North America (NAM)","North America, High Income",9,"Canada","other","other","other"
"62",62,"Alnus",360056,24,1890,NA,NA,NA,NA,"No chronology",NA,NA,4175,NA,3215,"La Cote-Vercors",5.55861111111111,45.0972222222222,981,"Drained lake. Physiography: River valley floor near French Alps. Surounding vegetation: cultivated fields and forest.",0,0,"EPD E# 357","Core","LACOTE","pollen",706,"de Beaulieu, Jacques Louis","2019-04-25","Last submission to Neotoma","Alnus",NA,"Betulaceae","A","FRA",1,2,"Adm-0 country",17,"France","FR1",0,2,"Country","France","FRA",0,"France","FRA",0,"France","FRA","France","Fr.","F","French Republic",NA,"France",11,64057792,2128000,0,"FR","FRA",250,"FRA",2.44987065601257,46.6221692058783,"FRA","France","Europe","Eurasia","Europe","Western Europe","Western Europe","Europe","Europe","OECD90","Western Europe (WEU)","Europe, Western",14,"France","other","other","other"
"63",63,"Alnus",248041,9,28,NA,NA,NA,NA,"No chronology",NA,NA,24568,NA,15944,"Marais de Redon",-2.08388888888889,47.6508333333333,14,"Marsh. Physiography: little basin. Surrounding vegetation: cultivated field and forest.",0,0,"REDON","Core","REDON","pollen",1298,"Visset, Lionel","2018-01-25","Last submission to Neotoma","Alnus",NA,"Betulaceae","A","FRA",1,2,"Adm-0 country",17,"France","FR1",0,2,"Country","France","FRA",0,"France","FRA",0,"France","FRA","France","Fr.","F","French Republic",NA,"France",11,64057792,2128000,0,"FR","FRA",250,"FRA",2.44987065601257,46.6221692058783,"FRA","France","Europe","Eurasia","Europe","Western Europe","Western Europe","Europe","Europe","OECD90","Western Europe (WEU)","Europe, Western",14,"France","other","other","other"
"66",66,"Alnus",368446,4,350,NA,10210,9643,9055,"Neotoma 1","Calibrated radiocarbon years BP",26904,42722,NA,24269,"Conne River",-55.493585,48.24774,199,"This site is one of a series of ponds linked by upper Conne River. Aquatic vegetation is abundant, consisting mainly of Nuphar variegatum, as well as a dense cover of Cyperaceae. Poaceae and Cyperaceae are abundant around the edge of the pond, along with Thalictrum, Chrysanthemum, Raununculcus, Iris, Myrica, Alnus rugosa, and Kalmia. The dominant species in the surrounding forest is Picea mariana, with Larix laricina growing in the swampy areas near the pond, and scattered Abies balsamea found in better drained areas.",0.0046299999999988,0.00169999999999959,NA,"Core","CONNE","pollen",1540,"Vardy, Sheila R.","2019-05-18","Last submission to Neotoma","Alnus",NA,"Betulaceae","A","CAN",1,2,"Adm-0 country",106,"Canada","CAN",0,2,"Sovereign country","Canada","CAN",0,"Canada","CAN",0,"Canada","CAN","Canada","Can.","CA",NA,NA,"Canada",2,33487208,1300000,0,"CA","CAN",124,"CAN",-102.355901829177,57.9392328262499,"CAN","Canada","North America","North America","North America","Canada","Canada","Canada","North America","OECD90","North America (NAM)","North America, High Income",9,"Canada","other","other","other"
"67",67,"Alnus",366210,82,1081,NA,NA,5187,NA,"C14 BP","Radiocarbon years BP",26861,42681,NA,24242,"Huzenbacher See",8.348515,48.574655,747,"Lake",0.00248999999999988,0.00229000000000212,"EPD E# 1478","Core","HUZ2","pollen",8762,"Rösch, Manfred","2019-05-16","Last submission to Neotoma","Alnus",NA,"Betulaceae","A","DEU",1,2,"Adm-0 country",135,"Germany","DEU",0,2,"Sovereign country","Germany","DEU",0,"Germany","DEU",0,"Germany","DEU","Germany","Ger.","D","Federal Republic of Germany",NA,"Germany",1,82329758,2918000,0,"DE","DEU",276,"DEU",10.3708281446481,51.0869722385768,"DEU","Germany","Europe","Eurasia","Europe","Western Europe","Western Europe","Europe","Europe","OECD90","Western Europe (WEU)","Europe, Western",16,"Germany","other","other","other"
"78",78,"Alnus",41570,161,30,NA,NA,939,NA,"GPD 1","Radiocarbon years BP",994,1979,NA,1913,"Priyatnoye Lake",151.716667,61.033333,980,NA,0,0,NA,"Core","PRIYAT","pollen",306,"Lozhkin, Anatoly V.","2007-06-30","Last submission to Neotoma","Alnus",NA,"Betulaceae","A","RUS",1,2,"Adm-0 country",214,"Russia","RUS",0,2,"Sovereign country","Russia","RUS",0,"Russia","RUS",0,"Russia","RUS","Russia","Rus.","RUS","Russian Federation",NA,"Russia",7,140041247,2266000,0,"RU","RUS",643,"RUS",99.0658127547977,61.6613564597895,"RUS","Russia","Europe","Eurasia","Europe","Eastern Europe","Russia+","Russia","Europe","REF","Newly Independent States of FSU (FSU)","Europe, Eastern",3,"Russia","other","other","other"
"79",79,"Alnus",345740,65,6,NA,NA,62,NA,"C14 BP","Radiocarbon years BP",25564,41527,NA,23924,"Monte Areo mire",-5.768889,43.528889,200,"Mire. Physiography: Slope minerogenic in paetland. Surrounding vegetation: Eucalyptus plantations and meadows. Vegetation formation: Oligotrophic oak forests.",0,0,"EPD E# 1562","Core","AREO","pollen",8764,"López-Sáez, José Antonio","2019-03-18","Last submission to Neotoma","Alnus",NA,"Betulaceae","A","ESP",1,2,"Adm-0 country",233,"Spain","ESP",0,2,"Sovereign country","Spain","ESP",0,"Spain","ESP",0,"Spain","ESP","Spain","Sp.","E","Kingdom of Spain",NA,"Spain",5,40525002,1403000,0,"ES","ESP",724,"ESP",-3.56594395334086,40.4000205188724,"ESP","Spain","Europe","Eurasia","Europe","Western Europe","Western Europe","Europe","Europe","OECD90","Western Europe (WEU)","Europe, Western",25,"Europe","other","other","other"
"80",80,"Alnus",NA,15,300,NA,NA,8150,NA,"PALE 1","Radiocarbon years BP",674,1593,NA,1552,"Lakeevskaya Zaimka",159.25,68.616667,40,"Exposure of buried peat in alluvium. Physiography: yedoma-alas relief. Surrounding vegetation: Larix dahurica forest-tundra.",0,0,NA,"Section","LAKEEV","pollen",306,"Lozhkin, Anatoly V.","2007-06-30","Last submission to Neotoma","Alnus",NA,"Betulaceae","A","RUS",1,2,"Adm-0 country",214,"Russia","RUS",0,2,"Sovereign country","Russia","RUS",0,"Russia","RUS",0,"Russia","RUS","Russia","Rus.","RUS","Russian Federation",NA,"Russia",7,140041247,2266000,0,"RU","RUS",643,"RUS",99.0658127547977,61.6613564597895,"RUS","Russia","Europe","Eurasia","Europe","Eastern Europe","Russia+","Russia","Europe","REF","Newly Independent States of FSU (FSU)","Europe, Eastern",3,"Russia","other","other","other"
"81",81,"Alnus",142727,3,950,NA,NA,NA,NA,"No chronology",NA,NA,15352,NA,10188,"Heart's Content Bog",-73.975,42.2405,107,"Bog located in the Catskill Mountains. Surrounding vegetation: The bog supports a variety of grasses and sedges. Dense stands of Ilex verticillata and red maple are common. The bog is surrounded by mixed deciduous forest with white oak, chestnut oak, red maple, ironwood, and hemlock. Gaylussacia baccata is the most abundant shrub.",0.0100000000000051,0.0210000000000008,NA,"Core","HEARTSCO","pollen",49,"Ibe, Ralph .A.","2015-03-17","Last submission to Neotoma","Alnus",NA,"Betulaceae","A","USA",1,2,"Adm-0 country",29,"United States of America","US1",0,2,"Country","United States of America","USA",0,"United States of America","USA",0,"United States of America","USA","United States","U.S.A.","US","United States of America",NA,"United States of America",1,307212123,14260000,0,"US","USA",840,"USA",-99.14176315265,39.5270579829123,"USA","United States of America","North America","North America","North America","US","USA","USA","North America","OECD90","North America (NAM)","North America, High Income",2,"US","other","other","other"
"88",88,"Alnus",226091,7,899,NA,NA,12020,NA,"uncal age","Radiocarbon years BP",13178,22828,NA,14560,"Preluca Tiganului",23.52941,47.810135,730,"Crater lake, eumesotrophic bog. Physiography: Flank of volcanic Gutai Mountains. Surrounding vegetation: Forest: Fagus, Betula, Acer, Tilia. Vegetation formation: Within the beech forest belt.",0.00239999999999796,0.00148999999999688,NA,"Core","PRELUCA","pollen",9714,"Feurdean, Angelica","2017-11-07","Last submission to Neotoma","Alnus",NA,"Betulaceae","A","ROU",1,2,"Adm-0 country",213,"Romania","ROU",0,2,"Sovereign country","Romania","ROU",0,"Romania","ROU",0,"Romania","ROU","Romania","Rom.","RO",NA,NA,"Romania",13,22215421,271400,0,"RO","ROU",642,"ROU",24.9730993844116,45.8534125440393,"ROU","Romania","Europe","Eurasia","Europe","Central Europe","Central Europe","Europe","Europe","REF","Central and Eastern Europe (EEU)","Europe, Central",25,"Europe","other","other","other"
"89",89,"Alnus",408261,21,200,NA,NA,3744,NA,"Fossilva","Radiocarbon years BP",30558,3911,NA,3004,"Puerto de Belate",-2.05,43.033333,847,"Peat bog. Physiography: mountain pass. Surrounding vegetation: pasture and Fagus forest.",0,0,"EPD E# 98","Core","BELATE05","pollen",1195,"Penalba, Maria Cristina","2019-09-19","Last submission to Neotoma","Alnus",NA,"Betulaceae","A","ESP",1,2,"Adm-0 country",233,"Spain","ESP",0,2,"Sovereign country","Spain","ESP",0,"Spain","ESP",0,"Spain","ESP","Spain","Sp.","E","Kingdom of Spain",NA,"Spain",5,40525002,1403000,0,"ES","ESP",724,"ESP",-3.56594395334086,40.4000205188724,"ESP","Spain","Europe","Eurasia","Europe","Western Europe","Western Europe","Europe","Europe","OECD90","Western Europe (WEU)","Europe, Western",25,"Europe","other","other","other"
"90",90,"Alnus",316447,1,705,NA,NA,10153,NA,"EPD default","Radiocarbon years BP",24685,40572,NA,3381,"Rotsee",8.325556,47.075556,419,"Lake. Surrounding vegetation: open water.",0,0,"EPD E# 966","Core","RL300","pollen",1147,"Lotter, André F.","2018-10-15","Last submission to Neotoma","Alnus",NA,"Betulaceae","A","CHE",1,2,"Adm-0 country",240,"Switzerland","CHE",0,2,"Sovereign country","Switzerland","CHE",0,"Switzerland","CHE",0,"Switzerland","CHE","Switzerland","Switz.","CH","Swiss Confederation",NA,"Switzerland",3,7604467,316700,0,"CH","CHE",756,"CHE",8.21538259993145,46.7990229334944,"CHE","Switzerland","Europe","Eurasia","Europe","Western Europe","Western Europe","Europe","Europe","OECD90","Western Europe (WEU)","Europe, Western",25,"Europe","other","other","other"
"94",94,"Alnus",415285,54,152,NA,NA,1569,NA,"E. Kvavadze preferred","Radiocarbon years BP",30892,4380,NA,3379,"Ribnoe",41.14052,43.63846,2156,"Fluvial terrace of the river Kiafer. Physiography: swampy terrace. Surrounding vegetation: alpine meadow.",0,0,"EPD E# 551","Section","RIBNOE","pollen",558,"Kvavadze, Eliso V.","2019-10-22","Last submission to Neotoma","Alnus",NA,"Betulaceae","A","RUS",1,2,"Adm-0 country",214,"Russia","RUS",0,2,"Sovereign country","Russia","RUS",0,"Russia","RUS",0,"Russia","RUS","Russia","Rus.","RUS","Russian Federation",NA,"Russia",7,140041247,2266000,0,"RU","RUS",643,"RUS",99.0658127547977,61.6613564597895,"RUS","Russia","Europe","Eurasia","Europe","Eastern Europe","Russia+","Russia","Europe","REF","Newly Independent States of FSU (FSU)","Europe, Eastern",3,"Russia","other","other","other"
"95",95,"Alnus",172899,126,756,NA,NA,8479,NA,"Giesecke 2005","Calibrated radiocarbon years BP",11513,19909,NA,13336,"Klotjärnen",16.40472,61.82125,235,NA,0,0,"KLOT","Core","KLOT","pollen",8710,"Giesecke, Thomas","2016-06-06","Last submission to Neotoma","Alnus",NA,"Betulaceae","A","SWE",1,2,"Adm-0 country",239,"Sweden","SWE",0,2,"Sovereign country","Sweden","SWE",0,"Sweden","SWE",0,"Sweden","SWE","Sweden","Swe.","S","Kingdom of Sweden",NA,"Sweden",4,9059651,344300,0,"SE","SWE",752,"SWE",16.7423590647659,62.842591553232,"SWE","Sweden","Europe","Eurasia","Europe","Western Europe","Western Europe","Europe","Europe","OECD90","Western Europe (WEU)","Europe, Western",25,"Europe","other","other","other"
"109",109,"Alnus",164511,98,205,NA,3783,3194,2527,"Wang et al. 2019","Calibrated radiocarbon years BP",33932,17711,NA,11747,"Lake A",-105.055315,55.33119,378,"Small unnamed lake alongside the road. The lake is surrounded by predominantly black spruce forest. Much of the area surrounding the lake is covered by treed black spruce bog or open muskeg. ",0.00306999999999391,0.00115999999999872,NA,"Core","LAKEASK","pollen",7426,"Wilson, Malcolm Alan","2015-09-18","Last submission to Neotoma","Alnus",NA,"Betulaceae","A","CAN",1,2,"Adm-0 country",106,"Canada","CAN",0,2,"Sovereign country","Canada","CAN",0,"Canada","CAN",0,"Canada","CAN","Canada","Can.","CA",NA,NA,"Canada",2,33487208,1300000,0,"CA","CAN",124,"CAN",-102.355901829177,57.9392328262499,"CAN","Canada","North America","North America","North America","Canada","Canada","Canada","North America","OECD90","North America (NAM)","North America, High Income",9,"Canada","other","other","other"
"120",120,"Alnus",387422,12,145,NA,NA,NA,NA,"No chronology",NA,NA,45261,NA,26092,"Poiana Stiol",24.816667,47.583333,1540,"Peat bog. Physiography: Sink-hole. Surrounding vegetation: Soldanello-Piceetum and Caricetum. Vegetation formation: Coniferous forest.",0,0,"EPD E# 2377","Core","STIOL1","pollen",8765,"Tanţău, Ioan","2019-07-30","Last submission to Neotoma","Alnus",NA,"Betulaceae","A","ROU",1,2,"Adm-0 country",213,"Romania","ROU",0,2,"Sovereign country","Romania","ROU",0,"Romania","ROU",0,"Romania","ROU","Romania","Rom.","RO",NA,NA,"Romania",13,22215421,271400,0,"RO","ROU",642,"ROU",24.9730993844116,45.8534125440393,"ROU","Romania","Europe","Eurasia","Europe","Central Europe","Central Europe","Europe","Europe","REF","Central and Eastern Europe (EEU)","Europe, Central",25,"Europe","other","other","other"
